1.8,1.8,1.9,1.8,1.9,1.9,1.9,1.9
28.3,28.3,27.7,27.3,26.6,26.3,25.9,25.6
8.6,8.6,8.9,9.3,9.4,9.5,9.7,9.7
1.6,1.6,1.7,1.7,1.8,1.9,1.9,1.9
4.5,4.5,4.5,4.4,4.3,4.3,4.2,4.1
4.7,4.7,4.6,4.6,4.5,4.5,4.6,4.6
12.3,12.3,12.2,12.1,12.3,12.4,12.4,12.5
1,1,1.1,1.1,1.1,1.2,1.2,1.2
9.6,9.6,9.7,9.9,9.8,9.8,9.8,9.9
2.1,2.1,2,2.1,2.1,2.1,2.1,2.1
100,100,100,99.9,99.9,99.9,100.2,100
